UID,Club,Position,Age,DoB,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,PA,Training facilities,Div Rep,FCA
2000294734,Sochaux,"DM, M (C)",17,14/6/2006 (17 years old),12,10,12,0,0.00,12,12,11,10,7,850,65,93,15,85,78
2000294746,FC Utrecht,ST (C),15,18/8/2007 (15 years old),13,7,13,0,0.00,8,8,7,10,5,1500,80,123,17,160,90
2000294753,Sochaux,"D (C), DM, M (C)",17,18/9/2005 (17 years old),12,10,12,0,0.00,12,12,11,12,7,850,65,98,15,85,81
2000294757,Sochaux,D/WB (R),16,10/3/2007 (16 years old),12,10,12,0,0.00,12,12,11,12,7,850,65,100,15,85,74
2000294762,Sochaux,D/WB (R),17,12/4/2006 (17 years old),12,10,12,0,0.00,11,12,11,10,7,850,65,102,15,85,76
2000294768,Sochaux,D (C),17,7/11/2005 (17 years old),11,10,11,0,0.00,11,12,10,10,7,800,65,83,15,85,69
2000294776,Montpellier,D (R),17,21/6/2006 (17 years old),11,6,11,0,0.00,2,10,9,11,7,700,70,91,14,161,70
2000294778,Montpellier,DM,16,31/7/2006 (16 years old),10,17,11,0,0.00,1,12,8,18,5,700,71,99,14,161,80
2000294780,Montpellier,D (L),17,16/3/2006 (17 years old),10,12,12,0,0.00,12,14,20,11,10,700,70,105,14,161,78
2000294781,Montpellier,AM (C),17,17/1/2006 (17 years old),10,11,10,0,0.00,10,10,18,20,7,650,67,99,14,161,76
2000294782,Montpellier,ST (C),17,30/6/2006 (17 years old),13,14,12,0,0.00,9,9,7,20,7,650,68,108,14,161,82
2000294783,Montpellier,AM (L),17,20/2/2006 (17 years old),11,4,13,0,0.00,9,11,16,14,10,650,67,90,14,161,67
2000294784,Montpellier,ST (C),17,29/1/2006 (17 years old),13,10,8,0,0.00,4,12,8,10,10,650,65,95,14,161,74
2000294786,Montpellier,D (C),16,17/3/2007 (16 years old),12,13,12,0,0.00,5,12,7,18,14,800,73,117,14,161,81
2000294793,Andorra,D (C),17,23/11/2005 (17 years old),14,14,14,8,0.00,12,12,12,12,6,1750,85,122,12,116,94
2000294806,Montpellier,GK,16,15/11/2006 (16 years old),12,2,11,0,0.00,5,12,17,16,9,700,70,103,14,161,72
2000294810,Lazio,D/WB (R),15,16/7/2007 (15 years old),20,11,10,0,0.00,14,18,17,7,8,500,66,105,18,173,82
2000294881,Caen,GK,16,26/9/2006 (16 years old),9,15,13,0,0.00,15,9,7,13,6,800,65,96,14,117,69
2000294947,Wrexham,GK,16,3/11/2006 (16 years old),11,5,10,0,0.00,10,9,18,17,13,50,35,103,12,85,36
2000294948,Wrexham,GK,16,26/2/2007 (16 years old),12,8,11,0,0.00,7,12,12,11,8,50,30,90,12,85,30
2000294952,Wrexham,D (L),16,29/1/2007 (16 years old),11,11,12,56,6.80,9,12,8,17,5,700,49,101,12,85,56
2000294953,Wrexham,D (L),16,27/7/2006 (16 years old),12,16,12,0,0.00,6,10,11,19,12,50,30,90,12,85,33
2000294957,Wrexham,D (C),16,29/10/2006 (16 years old),8,16,11,0,0.00,7,10,6,11,10,50,37,93,12,85,44
2000294959,Wrexham,D (C),16,23/8/2006 (16 years old),10,14,11,0,0.00,6,10,11,17,12,750,46,92,12,85,57
2000294963,Wrexham,D (C),16,16/12/2006 (16 years old),11,6,13,0,0.00,11,10,8,16,8,50,40,100,12,85,43
2000294964,Wrexham,D (R),16,15/11/2006 (16 years old),8,13,10,0,0.00,4,12,5,14,11,50,37,100,12,85,41
2000294965,Wrexham,D (R),16,4/9/2006 (16 years old),11,5,12,4,0.00,7,10,5,19,12,50,43,109,12,85,49
2000295016,Cittadella,ST (C),16,4/4/2007 (16 years old),11,4,11,0,0.00,1,9,7,8,5,50,38,74,8,120,42
2000295018,Spezia,GK,15,8/8/2007 (15 years old),10,8,14,0,0.00,16,12,10,8,5,900,43,84,11,120,47
2000295019,Spezia,GK,15,20/8/2007 (15 years old),11,10,11,0,0.00,5,13,6,17,6,50,36,84,11,120,38
2000295020,Spezia,M (C),16,30/1/2007 (16 years old),12,14,9,0,0.00,8,9,5,10,12,50,37,85,11,120,45
2000295022,Spezia,ST (C),16,15/1/2007 (16 years old),11,3,8,0,0.00,10,11,7,13,7,50,40,88,11,120,48
2000295023,Spezia,D (C),16,31/5/2007 (16 years old),8,2,13,0,0.00,5,13,9,16,5,50,36,89,11,120,37
2000295036,Spezia,M (RC),16,3/2/2007 (16 years old),12,4,11,0,0.00,3,10,13,7,14,50,38,99,11,120,41
2000295038,Spezia,D (C),16,7/2/2007 (16 years old),13,19,8,0,0.00,6,13,6,11,8,50,66,80,11,120,67
2000295040,Spezia,AM (RL),16,4/5/2007 (16 years old),13,14,9,0,0.00,13,12,20,20,8,50,37,97,11,120,51
2000295041,Spezia,"AM (RL), ST (C)",16,26/6/2007 (16 years old),10,9,14,0,0.00,8,11,18,20,9,50,39,86,11,120,50
2000295055,Torino,D (C),16,19/5/2007 (16 years old),12,3,10,0,0.00,13,13,6,18,11,50,38,89,15,173,40
2000295056,Torino,D/WB (L),16,16/4/2007 (16 years old),10,13,11,0,0.00,12,11,11,9,11,50,38,108,15,173,46
2000295057,Torino,"AM (LC), ST (C)",16,9/1/2007 (16 years old),9,9,10,0,0.00,5,12,9,8,14,650,45,96,15,173,56
2000295059,Torino,D (C),16,7/1/2007 (16 years old),12,4,10,0,0.00,8,11,14,20,12,850,41,85,15,173,48
2000295061,Torino,D (C),16,25/1/2007 (16 years old),10,13,13,0,0.00,3,11,20,9,11,650,40,94,15,173,54
2000295062,Torino,"DM, M (C)",16,7/2/2007 (16 years old),8,3,13,0,0.00,10,10,7,7,6,950,43,94,15,173,52
2000295063,Torino,GK,16,20/3/2007 (16 years old),13,13,12,0,0.00,9,10,10,15,6,450,41,92,15,173,47
2000295066,Torino,D/WB (R),16,6/3/2007 (16 years old),11,13,10,0,0.00,16,11,20,13,11,850,41,110,15,173,56
2000295067,Torino,"AM (C), ST (C)",16,15/1/2007 (16 years old),10,10,10,0,0.00,17,13,8,12,12,950,43,109,15,173,54
2000295068,Torino,"DM, M/AM (C)",16,25/1/2007 (16 years old),12,10,12,0,0.00,5,11,9,16,7,50,42,85,15,173,52
2000295069,Torino,ST (C),16,25/1/2007 (16 years old),11,15,10,0,0.00,6,11,6,13,14,850,41,93,15,173,56
2000295071,Torino,DM,16,28/1/2007 (16 years old),10,4,13,0,0.00,9,13,7,18,7,750,42,99,15,173,51
2000295087,Torino,AM (L),16,29/6/2007 (16 years old),11,5,8,0,0.00,3,12,8,15,5,950,43,87,15,173,53
2000295119,Blyth Spartans,M/AM (C),17,3/11/2005 (17 years old),13,15,14,193,6.58,11,16,10,12,3,100,45,88,10,46,48
2000295142,Oxford United,D (L),16,14/1/2007 (16 years old),11,14,13,0,0.00,9,11,6,7,7,50,30,86,10,107,34
2000295149,Oxford United,D (RC),16,17/4/2007 (16 years old),11,18,13,0,0.00,5,9,5,16,11,50,31,73,10,107,34
2000295155,Oxford United,D (C),16,8/3/2007 (16 years old),14,5,12,0,0.00,9,11,5,7,7,50,34,102,10,107,38
2000295158,Oxford United,D (C),16,25/5/2007 (16 years old),9,5,11,0,0.00,6,11,9,16,5,50,31,86,10,107,33
2000295165,Oxford United,M (C),16,29/1/2007 (16 years old),10,3,11,0,0.00,16,12,7,12,11,50,30,90,10,107,35
2000295167,Oxford United,M/AM (R),16,8/2/2007 (16 years old),11,9,12,0,0.00,15,9,12,13,9,50,31,84,10,107,37
2000295172,Oxford United,M/AM (C),16,9/6/2007 (16 years old),10,13,12,0,0.00,10,10,8,7,11,50,32,96,10,107,34
2000295176,Oxford United,ST (C),16,9/2/2007 (16 years old),14,2,14,0,0.00,8,13,17,20,10,200,48,110,10,107,62
2000295183,Oxford United,ST (C),16,7/2/2007 (16 years old),9,18,10,0,0.00,2,10,12,12,11,50,30,90,10,107,36
2000295237,Coruxo,GK,17,7/12/2005 (17 years old),9,2,9,0,0.00,7,12,6,14,11,250,55,91,10,73,56
2000295254,Metz,"M/AM (RL), ST (C)",16,30/5/2007 (16 years old),9,3,9,0,0.00,15,11,8,11,14,800,63,100,14,161,70
2000295255,Metz,D (R),16,22/6/2007 (16 years old),9,13,9,0,0.00,15,14,7,9,12,750,63,106,14,161,70
2000295272,Salernitana,M (C),17,19/3/2006 (17 years old),11,14,11,0,0.00,6,10,14,12,14,250,35,99,13,173,41
2000295301,El Palo,D (C),20,8/3/2003 (20 years old),13,7,11,2950,6.79,8,10,15,14,14,1350,77,81,8,73,77
2000295358,Utebo,ST (C),21,19/2/2002 (21 years old),11,7,11,28,6.60,14,10,10,13,6,1100,72,97,3,73,72
2000295361,Deportivo Aragón,D (C),18,9/9/2004 (18 years old),12,6,10,2579,6.77,19,9,13,17,8,2750,85,117,1,73,99
2000295385,Dijon,D (R),16,11/9/2006 (16 years old),9,15,9,0,0.00,12,12,12,16,8,750,60,85,15,85,66
2000295386,Dijon,D (L),17,9/3/2006 (17 years old),11,2,10,0,0.00,13,10,9,15,8,750,60,79,15,85,63
2000295387,Dijon,AM (RL),17,4/4/2006 (17 years old),10,8,12,0,0.00,15,10,14,7,9,750,60,94,15,85,68
2000295390,Dijon,ST (C),17,26/4/2006 (17 years old),10,14,9,0,0.00,4,12,8,18,10,750,60,77,15,85,64
2000295393,Monaco,GK,16,10/4/2007 (16 years old),11,14,11,0,0.00,6,9,10,20,9,800,75,130,18,161,87
2000295396,Dijon,D (C),17,14/11/2005 (17 years old),13,13,12,0,0.00,5,11,7,20,8,750,62,97,15,85,69
2000295410,Dijon,"AM (L), ST (C)",16,23/5/2007 (16 years old),10,6,9,0,0.00,4,13,17,20,8,800,67,122,15,85,77
2000295416,Dijon,D (L),17,13/6/2006 (17 years old),11,3,12,0,0.00,1,10,16,12,5,750,60,79,15,85,61
2000295418,Real Zaragoza,GK,17,24/4/2006 (17 years old),8,4,12,0,0.00,8,11,18,17,11,400,58,108,14,116,66
2000295419,Dijon,"M (C), AM (RC)",16,26/3/2007 (16 years old),11,14,9,0,0.00,2,9,8,10,10,750,60,96,15,85,68
2000295422,Dijon,M (C),16,15/9/2006 (16 years old),10,9,12,0,0.00,8,10,19,14,8,750,61,90,15,85,69
2000295423,Real Zaragoza,D (C),16,30/8/2006 (16 years old),10,15,9,0,0.00,14,11,13,16,7,1150,73,147,14,116,86
2000295426,Dijon,ST (C),16,21/3/2007 (16 years old),11,14,11,0,0.00,17,10,5,10,10,750,60,82,15,85,67
2000295428,Real Zaragoza,"D (RL), WB (R)",17,5/9/2005 (17 years old),8,3,11,0,0.00,14,9,15,12,5,850,67,100,14,116,77
2000295430,Real Zaragoza,"D (RL), WB (R)",17,1/6/2006 (17 years old),13,14,13,0,0.00,7,9,8,16,11,250,55,90,14,116,83
2000295431,Gernika,"AM (RC), ST (C)",20,3/3/2003 (20 years old),13,8,10,1209,6.91,4,8,7,17,11,1250,75,85,7,73,75
2000295433,Real Zaragoza,D (RC),17,15/3/2006 (17 years old),9,15,12,0,0.00,9,11,12,12,6,800,66,102,14,116,82
2000295436,Real Zaragoza,D (C),17,18/10/2005 (17 years old),10,15,12,0,0.00,15,8,11,18,5,550,61,82,14,116,70
2000295438,Real Zaragoza,D (C),18,1/6/2005 (18 years old),12,6,11,0,0.00,16,13,15,15,6,1000,70,111,14,116,83
2000295441,Atlético de Madrid,M/AM (C),17,28/1/2006 (17 years old),13,15,11,0,0.00,15,10,12,11,6,1650,83,154,17,178,105
2000295450,Paris Saint-Germain,D/WB (R),16,3/1/2007 (16 years old),12,8,9,0,0.00,4,12,6,9,5,900,77,123,20,161,82
2000295451,Paris Saint-Germain,M/AM (C),16,20/2/2007 (16 years old),9,12,12,0,0.00,5,9,9,17,11,700,70,107,20,161,81
2000295454,Real Zaragoza,M/AM (C),16,15/12/2006 (16 years old),10,13,12,0,0.00,11,10,8,16,10,650,63,121,14,116,91
2000295456,Real Zaragoza,M (RC),17,19/2/2006 (17 years old),10,8,10,0,0.00,8,10,12,19,11,500,60,93,14,116,80
2000295458,Real Zaragoza,AM (RLC),16,5/2/2007 (16 years old),11,7,11,0,0.00,8,14,8,20,5,700,64,127,14,116,81
2000295464,Real Zaragoza,"M (R), AM (RLC)",17,28/4/2006 (17 years old),12,7,12,0,0.00,13,11,11,15,6,1150,73,129,14,116,96
2000295465,Real Zaragoza,ST (C),17,28/2/2006 (17 years old),13,3,11,13,0.00,12,11,13,17,5,1400,78,137,14,116,94
2000295500,Paris Saint-Germain,D/WB (R),16,1/4/2007 (16 years old),10,17,9,0,0.00,13,12,7,19,13,800,71,119,20,161,76
2000295503,Real Zaragoza,"DM, M (C)",16,25/12/2006 (16 years old),14,9,11,0,0.00,12,11,10,16,6,150,53,81,14,116,67
2000295504,Paris Saint-Germain,D/WB (L),15,4/8/2007 (15 years old),10,10,10,0,0.00,3,9,10,15,6,750,71,112,20,161,78
2000295506,Real Zaragoza,ST (C),16,15/12/2006 (16 years old),11,15,12,0,0.00,15,13,8,8,5,350,57,66,14,116,58
2000295586,St Albans City,ST (C),19,4/7/2003 (19 years old),11,4,11,0,0.00,10,11,9,10,8,600,45,81,6,46,47
2000295589,Lecce,M (C),16,6/7/2006 (16 years old),10,12,10,0,0.00,15,10,11,13,5,250,68,104,15,173,72
2000295594,A.D. San Juan,D (R),18,21/11/2004 (18 years old),12,11,10,1635,6.76,9,13,11,10,8,1000,70,87,8,73,70
2000295603,Barcelona,"DM, M (C)",16,25/5/2007 (16 years old),14,14,14,0,0.00,14,16,14,12,6,2250,95,168,19,178,126
2000295665,A.D. San Juan,M/AM (L),19,22/5/2004 (19 years old),11,10,12,2697,7.04,6,11,8,20,11,750,65,68,8,73,68
2000295669,A.D. San Juan,D (C),21,21/12/2001 (21 years old),11,15,11,105,6.30,6,13,8,20,13,750,65,90,8,73,65
2000295679,A.D. San Juan,M (C),19,24/6/2004 (19 years old),10,14,11,75,6.70,11,10,7,10,5,850,67,90,8,73,68
2000295694,Atalanta,ST (C),16,23/6/2007 (16 years old),12,11,10,0,0.00,11,11,8,7,12,50,39,102,17,173,57
2000295734,Atalanta,M (C),16,11/2/2007 (16 years old),11,7,11,0,0.00,9,11,7,16,14,500,46,114,17,173,63
2000295735,Atalanta,ST (C),16,19/1/2007 (16 years old),13,12,8,0,0.00,10,9,5,7,6,50,38,114,17,173,45
2000295737,Atalanta,D (L),16,27/6/2007 (16 years old),13,12,13,0,0.00,3,10,17,20,9,900,43,133,17,173,64
2000295760,Atalanta,M/AM (LC),16,28/3/2007 (16 years old),13,7,11,0,0.00,6,11,7,12,9,700,42,103,17,173,59
2000295770,Atalanta,D (C),16,30/1/2007 (16 years old),12,6,11,0,0.00,8,13,6,18,10,650,41,97,17,173,55
2000295771,Atalanta,D (C),16,18/4/2007 (16 years old),13,11,11,0,0.00,14,10,7,8,12,750,60,108,17,173,72
2000295781,Brescia,GK,16,20/2/2007 (16 years old),11,9,13,0,0.00,5,11,11,13,10,750,40,86,15,120,50
2000295873,Atalanta,M/AM (C),16,27/2/2007 (16 years old),9,5,9,0,0.00,3,11,6,7,13,800,40,120,17,173,51
2000295878,Cagliari,M (C),15,27/8/2007 (15 years old),9,3,13,0,0.00,2,11,6,16,13,50,40,95,14,173,43
2000295883,Cagliari,M (C),16,8/3/2007 (16 years old),11,4,9,0,0.00,16,12,7,10,10,750,41,94,14,173,52
2000295885,Cagliari,M (C),16,1/2/2007 (16 years old),11,4,11,0,0.00,8,12,6,12,13,800,41,81,14,173,45
2000295887,Cagliari,M (C),16,5/1/2007 (16 years old),11,4,10,0,0.00,7,11,18,15,6,850,40,108,14,173,53
2000295889,Cagliari,ST (C),16,9/4/2007 (16 years old),11,14,10,0,0.00,13,8,7,8,11,50,41,75,14,173,52
2000295895,Cagliari,M (C),16,9/5/2007 (16 years old),12,3,10,0,0.00,14,11,4,19,10,50,40,99,14,173,43
2000295896,Cagliari,ST (C),16,12/3/2007 (16 years old),11,3,9,0,0.00,5,11,9,16,13,550,41,90,14,173,50
2000295906,Cagliari,D (C),16,17/5/2007 (16 years old),12,18,10,0,0.00,13,11,10,20,6,50,42,103,14,173,53
2000295908,Cagliari,D/WB (L),15,25/8/2007 (15 years old),14,6,8,0,0.00,13,9,6,9,7,50,42,82,14,173,55
2000295911,Cagliari,M (C),16,12/5/2007 (16 years old),11,13,11,0,0.00,8,13,10,9,14,50,43,89,14,173,59
2000295953,Rennes,"D (R), WB (L)",16,25/2/2007 (16 years old),12,4,11,0,0.00,1,11,6,13,13,500,65,97,16,161,71
2000296039,Man City,"M (R), AM (RL)",16,8/12/2006 (16 years old),10,6,12,0,0.00,8,12,9,15,5,1750,77,120,20,185,89
2000296041,Gillingham,ST (C),16,16/3/2007 (16 years old),10,8,13,0,0.00,6,13,6,16,9,650,43,114,8,85,50
2000296043,Gillingham,M (C),16,12/2/2007 (16 years old),12,4,12,0,0.00,15,11,17,19,10,750,43,118,8,85,48
2000296044,Gillingham,M/AM (C),16,15/6/2007 (16 years old),11,12,8,0,0.00,8,10,8,8,6,350,36,108,8,85,37
2000296045,Gillingham,M (C),16,21/8/2006 (16 years old),12,10,9,0,0.00,15,12,10,15,6,450,30,90,8,85,32
2000296046,Gillingham,D (C),16,30/4/2007 (16 years old),12,17,13,0,0.00,8,11,5,8,15,750,35,105,8,85,40
2000296047,Gillingham,D (R),16,30/1/2007 (16 years old),11,6,11,0,0.00,7,11,7,11,9,450,30,90,8,85,31
2000296048,Gillingham,GK,16,24/4/2007 (16 years old),12,7,13,0,0.00,9,12,8,8,8,650,44,109,8,85,50
2000296096,Milan,AM (C),16,27/7/2006 (16 years old),13,4,9,0,0.00,14,9,9,9,15,400,48,70,19,173,56
2000296142,Cambuur,AM (RL),18,30/6/2005 (18 years old),10,2,11,40,6.60,5,11,9,8,11,1000,73,99,11,110,73
2000296178,Barakaldo,D/WB/M/AM (L),22,6/10/2000 (22 years old),12,7,11,556,6.80,11,12,17,12,10,1200,74,92,9,73,74
2000296179,Alavés,M (C),16,26/1/2007 (16 years old),12,11,14,0,0.00,4,11,11,18,13,1250,75,122,13,178,96
2000296198,Rennes,D (C),16,29/1/2007 (16 years old),11,7,12,0,0.00,6,9,6,10,11,700,67,108,16,161,82
2000296200,Rennes,"DM, M (C)",16,23/2/2007 (16 years old),12,7,9,0,0.00,7,11,6,20,8,700,67,112,16,161,74
2000296231,Rennes,GK,16,18/7/2006 (16 years old),10,15,10,0,0.00,4,8,9,12,6,700,70,93,16,161,71
2000296241,Barakaldo,M/AM (R),20,16/1/2003 (20 years old),9,5,11,1851,7.06,10,12,17,8,9,1100,72,100,9,73,75
2000296445,Virton,M (C),19,12/10/2003 (19 years old),12,4,12,400,6.80,9,12,17,10,9,1250,73,85,12,85,73
2000296461,Man City,M/AM (L),16,1/7/2007 (16 years old),9,9,10,0,0.00,4,9,8,10,7,1500,64,127,20,185,79
2000296481,OH Leuven,ST (C),16,7/5/2007 (16 years old),12,10,13,0,0.00,7,12,10,20,9,1750,61,96,12,147,73
2000296482,OH Leuven,D (RL),17,5/4/2006 (17 years old),11,16,15,0,0.00,7,10,8,9,5,700,57,89,12,147,65
2000296483,OH Leuven,D (LC),16,22/12/2006 (16 years old),12,9,13,0,0.00,11,11,16,10,7,1750,70,109,12,147,83
2000296486,OH Leuven,D (LC),16,20/2/2007 (16 years old),10,11,10,0,0.00,8,8,19,12,14,1750,68,104,12,147,79
2000296487,OH Leuven,ST (C),16,16/8/2006 (16 years old),10,11,9,0,0.00,9,9,5,9,11,1500,54,63,12,147,55
2000296489,OH Leuven,GK,15,23/7/2007 (15 years old),11,7,8,0,0.00,9,9,8,8,14,800,54,78,12,147,55
2000296490,OH Leuven,AM (L),16,11/6/2007 (16 years old),12,14,15,0,0.00,7,9,6,11,14,900,60,99,12,147,80
2000296497,Barcelona,D (C),16,22/1/2007 (16 years old),14,14,14,0,0.00,14,14,14,12,6,2750,105,157,19,178,123
2000296532,OH Leuven,"DM, M (C)",17,8/6/2006 (17 years old),12,5,10,0,0.00,5,15,20,11,8,1500,54,76,12,147,58
2000296533,OH Leuven,D/WB/M (L),16,1/5/2007 (16 years old),11,6,9,0,0.00,10,12,9,13,9,1050,57,81,12,147,66
2000296535,Brea,D (RC),19,11/4/2004 (19 years old),11,10,11,2855,6.75,12,9,10,19,11,1500,80,106,8,73,86
2000296536,OH Leuven,ST (C),16,1/9/2006 (16 years old),11,13,12,0,0.00,3,12,8,13,8,1250,52,65,12,147,54
2000296538,OHL U23,AM (LC),18,15/3/2005 (18 years old),12,12,10,0,0.00,6,12,11,7,6,1750,71,85,12,85,71
2000296638,Grimsby Town,GK,17,1/11/2005 (17 years old),11,8,9,0,0.00,1,12,8,15,11,50,20,48,6,85,21
2000296642,Grimsby Town,"DM, M (C)",16,20/4/2007 (16 years old),11,15,11,0,0.00,8,11,4,16,15,50,27,81,6,85,30
2000296645,Grimsby Town,M (C),16,6/7/2006 (16 years old),11,12,12,0,0.00,8,9,10,9,11,50,29,82,6,85,37
2000296646,Grimsby Town,ST (C),16,6/6/2007 (16 years old),12,15,10,0,0.00,6,9,6,17,11,50,20,51,6,85,23
2000296647,Grimsby Town,M/AM (L),16,19/5/2007 (16 years old),10,16,9,0,0.00,8,12,12,13,10,50,27,77,6,85,31
2000296668,US Saint-Malo,ST (C),23,3/9/1999 (23 years old),10,14,11,501,6.85,7,10,11,12,6,950,77,85,4,66,77
2000296691,Makedonikos,GK,19,4/5/2004 (19 years old),11,5,13,90,7.50,12,12,8,8,6,250,50,72,5,91,50
2000296705,Wrexham,M (L),16,30/9/2006 (16 years old),9,13,10,0,0.00,17,9,8,15,7,50,36,72,12,85,38
2000296710,Wrexham,M (R),16,5/3/2007 (16 years old),9,14,13,0,0.00,10,12,10,13,13,50,34,102,12,85,36
2000296719,Wrexham,M (C),16,20/2/2007 (16 years old),13,13,8,0,0.00,2,11,8,18,10,50,38,92,12,85,48
2000296721,Wrexham,M (R),16,29/1/2007 (16 years old),12,10,11,0,0.00,15,11,16,19,10,50,46,89,12,85,58
2000296724,Wrexham,M (C),16,5/4/2007 (16 years old),12,15,12,0,0.00,4,9,16,13,6,700,42,86,12,85,59
2000296727,Wrexham,AM (L),16,25/4/2007 (16 years old),11,13,9,0,0.00,3,10,7,19,7,50,35,105,12,85,46
2000296729,Wrexham,AM (C),16,15/2/2007 (16 years old),12,4,11,0,0.00,12,12,4,13,5,50,32,96,12,85,34
2000296761,Wrexham,AM (C),16,3/2/2007 (16 years old),11,4,11,90,6.20,6,10,16,8,7,550,43,80,12,85,51
2000296762,Wrexham,ST (C),16,22/3/2007 (16 years old),12,11,12,0,0.00,13,8,6,19,12,50,36,77,12,85,47
2000296767,Wrexham,ST (C),16,23/12/2006 (16 years old),12,18,9,0,0.00,6,11,5,10,13,50,33,81,12,85,39
2000296818,Norwich,ST (C),17,19/3/2006 (17 years old),12,12,12,68,6.45,2,13,8,12,9,250,70,105,16,134,88
2000296991,Real Madrid,GK,16,9/4/2007 (16 years old),12,18,10,0,0.00,10,11,8,14,7,550,61,140,18,178,74
2000296996,Real Madrid,D/WB (R),16,13/12/2006 (16 years old),11,8,10,0,0.00,12,10,9,19,5,700,64,108,18,178,74
2000297000,Real Madrid,D (LC),16,20/10/2006 (16 years old),10,9,12,0,0.00,8,9,7,10,13,500,60,103,18,178,73
2000297001,Genoa,D (C),16,26/2/2007 (16 years old),10,15,11,0,0.00,12,12,7,16,9,750,69,93,16,173,81
2000297002,Hellas Verona,"DM, M/AM (C)",15,19/8/2007 (15 years old),10,17,9,0,0.00,5,11,6,17,9,500,43,96,13,173,53
2000297006,Ternana,ST (C),16,8/5/2007 (16 years old),9,14,12,0,0.00,3,11,8,20,13,700,38,85,12,120,40
2000297050,Le Havre,D/WB (L),16,6/1/2007 (16 years old),11,16,10,0,0.00,8,15,8,15,14,800,78,101,15,161,85
2000297053,Le Havre,"AM (R), ST (C)",16,3/1/2007 (16 years old),12,3,12,0,0.00,3,11,14,8,7,800,75,130,15,161,81
2000297055,Le Havre,D (C),16,17/1/2007 (16 years old),11,7,15,0,0.00,5,11,9,10,13,800,80,103,15,161,80
2000297058,Le Havre,"DM, M (C)",16,1/2/2007 (16 years old),13,15,9,0,0.00,2,12,9,10,6,800,82,149,15,161,89
2000297062,Le Havre,AM (RLC),16,5/8/2006 (16 years old),11,10,11,0,0.00,5,11,18,12,9,1000,80,117,15,161,88
2000297064,Hellas Verona,D (C),16,12/4/2007 (16 years old),12,12,11,0,0.00,4,11,8,16,15,50,41,84,13,173,55
2000297067,Brescia,M (C),16,26/1/2007 (16 years old),13,4,11,0,0.00,4,11,9,11,13,50,39,70,15,120,41
2000297068,Hellas Verona,D (C),16,19/1/2007 (16 years old),13,6,11,0,0.00,8,11,15,11,8,750,45,107,13,173,54
2000297082,Málaga,D (C),16,22/8/2006 (16 years old),12,11,11,0,0.00,4,10,18,15,10,1100,72,110,15,87,87
2000297083,Apollon Pontou,D/WB (RL),18,21/8/2004 (18 years old),13,15,11,250,6.50,11,12,8,13,7,750,55,85,5,91,59
2000297089,Málaga,M/AM (C),16,18/4/2007 (16 years old),13,11,10,0,0.00,2,10,19,14,7,1750,85,137,15,87,102
2000297118,Inter,ST (C),16,24/5/2007 (16 years old),8,11,9,0,0.00,15,10,8,7,11,1100,41,76,18,173,51
2000297121,Inter,DM,16,8/2/2007 (16 years old),11,12,12,0,0.00,15,9,7,7,5,950,42,86,18,173,55
2000297132,Amiens,M (C),17,5/4/2006 (17 years old),10,12,12,0,0.00,14,11,7,7,5,800,65,93,11,117,71
2000297253,La Unión At.,"DM, M (C)",22,9/6/2001 (22 years old),12,18,11,134,6.93,3,12,11,15,6,1400,78,101,6,73,78
2000297302,Barcelona,D/WB (L),16,24/5/2007 (16 years old),14,16,14,0,0.00,14,14,14,8,6,1750,85,143,19,178,108
2000297303,Sant Andreu,GK,21,21/9/2001 (21 years old),13,9,13,0,0.00,2,10,16,15,8,950,69,79,10,73,69
2000297306,Barcelona,D/WB (L),16,28/1/2007 (16 years old),14,14,12,0,0.00,12,12,12,10,10,1250,75,126,19,178,98
2000297307,Rebordosa,GK,16,13/10/2006 (16 years old),10,7,11,0,0.00,13,11,5,20,5,50,48,76,13,86,52
2000297311,Barcelona,"D (RLC), WB (R)",16,1/1/2007 (16 years old),14,14,14,0,0.00,14,14,14,12,6,1500,80,138,19,178,99
2000297335,Barcelona,D (C),16,11/6/2007 (16 years old),10,15,11,0,0.00,12,11,12,12,6,1500,80,140,19,178,93
2000297346,Barcelona,D/WB (R),16,3/5/2007 (16 years old),14,14,12,0,0.00,12,12,12,8,6,1250,75,123,19,178,94
2000297373,Inter,M (C),16,24/6/2007 (16 years old),10,11,10,0,0.00,15,12,8,17,5,50,38,90,18,173,45
2000297374,Inter,M (C),15,27/8/2007 (15 years old),10,8,12,0,0.00,8,10,8,8,5,50,38,96,18,173,54
2000297375,Inter,D (C),16,8/3/2007 (16 years old),13,14,9,0,0.00,4,10,15,7,9,50,38,76,18,173,41
2000297377,Inter,M (C),16,10/5/2007 (16 years old),9,12,10,0,0.00,11,12,8,12,7,900,39,94,18,173,45
2000297380,Cerdanyola,AM (R),18,11/10/2004 (18 years old),9,11,11,1007,6.83,11,12,11,7,6,1250,75,97,11,73,81
2000297388,Barnsley,D/WB (L),16,5/9/2006 (16 years old),9,16,11,0,0.00,4,10,8,20,6,50,30,90,13,107,32
2000297390,Barnsley,D (C),16,16/10/2006 (16 years old),10,5,11,0,0.00,4,11,6,18,6,50,30,90,13,107,34
2000297397,Barcelona,D (RC),17,2/1/2006 (17 years old),14,14,12,0,0.00,12,14,12,8,6,1750,85,113,19,178,97
