index,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
22321,17.489390828199863,10,17,11,0,0.0,13,11,17,11,7,750,60,50,12,161,4
22324,16.97741273100616,11,8,8,0,0.0,3,13,14,8,11,1500,77,36,18,160,4
22325,18.236824093086927,12,13,10,0,0.0,11,11,11,10,5,1250,80,35,18,160,1
22327,17.790554414784395,9,9,12,0,0.0,11,10,11,13,9,750,40,22,5,107,0
22333,18.65571526351814,12,18,12,0,0.0,1,11,10,10,5,250,50,18,13,130,0
22345,18.206707734428473,13,7,12,0,0.0,15,11,10,14,10,700,72,27,14,161,6
22358,17.776865160848732,11,6,12,0,0.0,1,10,7,15,13,50,25,12,7,46,0
22359,17.49486652977413,12,8,13,180,7.0,1,9,15,8,6,50,20,5,7,46,0
22370,17.754962354551676,10,6,12,0,0.0,9,10,5,18,7,1000,70,48,17,178,12
22376,22.27789185489391,14,4,12,0,0.0,5,10,9,20,9,1750,85,20,8,73,0
22381,17.470225872689937,12,9,12,0,0.0,7,10,17,19,12,1600,68,9,16,125,0
22393,17.39356605065024,11,7,10,0,0.0,3,13,7,20,8,50,30,48,10,107,4
22396,17.65366187542779,10,14,11,0,0.0,12,12,8,8,7,1000,45,32,20,134,3
22404,17.232032854209447,11,14,12,0,0.0,3,11,17,17,13,750,53,52,12,85,11
22426,16.865160848733744,11,13,11,0,0.0,7,10,9,18,11,50,35,43,13,130,1
22455,17.086926762491444,13,16,10,0,0.0,12,10,8,14,11,550,39,51,16,173,6
22473,16.61601642710472,12,5,9,0,0.0,4,12,8,16,7,500,42,31,8,120,3
22488,17.363449691991786,11,11,9,0,0.0,13,9,9,16,12,1250,55,50,18,185,8
22496,17.39356605065024,11,15,12,0,0.0,14,9,5,9,9,700,41,43,11,120,2
22501,17.913757700205338,9,11,14,0,0.0,1,12,10,19,6,700,67,42,14,161,5
22514,16.908966461327857,11,16,13,0,0.0,6,11,6,16,5,50,35,13,7,72,1
22531,18.614647501711158,13,12,16,0,0.0,4,8,19,14,11,700,55,36,15,185,15
22533,17.620807665982205,18,8,10,0,0.0,8,11,9,10,6,800,58,36,15,107,17
22535,17.66735112936345,14,8,13,0,0.0,9,10,9,11,9,750,52,20,16,85,2
22549,17.423682409308693,11,6,9,0,0.0,13,12,11,9,12,1750,72,30,12,147,4
22550,17.401779603011637,12,1,9,0,0.0,17,12,19,12,5,1500,70,59,19,185,4
22558,17.505817932922657,13,16,9,0,0.0,11,11,9,10,5,1500,64,61,19,185,11
22559,17.760438056125942,11,4,13,0,0.0,8,10,8,16,5,1750,73,50,19,185,13
22564,17.166324435318277,13,11,13,0,0.0,8,12,8,13,13,750,30,60,11,85,4
22602,18.105407255304584,12,7,10,0,0.0,8,13,8,10,14,50,40,40,13,107,2
22603,17.686516084873375,12,13,9,0,0.0,2,11,6,14,10,850,55,57,13,107,4
22658,17.259411362080765,7,10,9,90,6.6,9,11,4,18,10,1000,69,53,13,86,2
22659,17.399041752224505,11,3,15,0,0.0,10,12,9,15,13,500,55,40,8,158,2
22667,16.851471594798085,13,12,11,0,0.0,14,11,18,14,15,1400,82,60,18,160,7
22681,17.39630390143737,10,13,10,0,0.0,1,9,7,18,5,1250,65,36,17,147,9
22693,17.09514031485284,10,10,8,0,0.0,14,7,9,13,7,400,55,23,13,158,3
22695,17.10609171800137,12,5,12,0,0.0,2,11,10,14,15,750,65,38,16,158,3
22706,17.54688569472964,10,6,10,0,0.0,4,11,8,16,10,800,59,60,15,134,11
22709,17.169062286105408,12,15,13,0,0.0,9,11,9,19,15,600,60,31,13,80,6
22712,18.2258726899384,10,18,9,0,0.0,1,9,8,16,6,650,47,57,14,120,1
22747,18.458590006844627,12,8,11,0,0.0,13,11,7,7,14,750,65,33,12,178,16
22749,17.1088295687885,12,12,9,0,0.0,10,11,7,20,8,250,50,3,8,85,0
22753,17.338809034907598,12,13,9,0,0.0,4,10,6,11,9,200,40,21,8,85,0
22758,17.27583846680356,9,15,11,0,0.0,5,12,13,12,5,1000,71,33,20,147,8
22766,20.22450376454483,11,7,11,0,0.0,11,9,10,14,11,50,40,19,8,91,0
22768,17.023956194387406,9,5,10,0,0.0,11,14,8,12,9,500,41,66,15,85,1
22776,18.220396988364133,10,4,11,0,0.0,6,14,14,12,5,200,45,44,9,80,0
22797,17.00752908966461,11,12,13,0,0.0,14,13,8,15,10,750,50,43,15,185,7
22804,17.812457221081452,12,10,14,0,0.0,12,10,9,14,10,500,38,36,13,120,0
22806,17.420944558521562,10,17,13,0,0.0,9,10,6,7,6,500,43,46,8,80,7
22810,17.27583846680356,11,8,11,0,0.0,2,12,9,10,7,500,55,23,8,80,0
22850,17.683778234086244,10,8,10,0,0.0,2,12,9,13,12,1050,50,50,20,185,5
22864,19.89869952087611,9,15,11,0,0.0,13,11,7,9,12,1250,50,15,20,185,0
22885,16.695414099931554,13,7,10,0,0.0,11,10,7,18,7,500,41,29,8,120,4
22893,16.892539356605067,13,15,11,0,0.0,4,11,7,16,5,500,35,63,10,120,2
22900,19.485284052019164,12,10,11,0,0.0,12,9,10,8,10,500,55,49,15,130,5
22908,17.437371663244353,11,13,12,0,0.0,8,13,6,19,11,500,54,54,18,178,11
22917,17.782340862423,13,9,10,0,0.0,11,11,7,7,7,750,40,40,14,134,1
22928,17.752224503764545,11,17,10,0,0.0,8,12,10,18,7,1000,50,55,13,185,6
22943,17.470225872689937,12,4,10,0,0.0,4,12,7,8,6,500,41,49,12,173,2
22947,16.99110198494182,10,12,9,0,0.0,10,12,15,8,8,350,41,42,12,173,1
22973,17.086926762491444,12,13,9,0,0.0,13,12,8,14,7,500,35,59,14,120,4
22989,17.462012320328544,13,12,12,0,0.0,6,11,10,17,9,500,40,65,16,120,3
22994,17.415468856947296,12,10,12,0,0.0,7,12,5,14,11,500,43,44,16,120,0
23009,16.637919233401778,10,10,11,0,0.0,10,13,5,16,12,500,39,39,8,80,2
23018,17.193702943189596,9,16,11,0,0.0,4,12,9,7,12,500,34,53,12,80,3
23022,16.88432580424367,9,12,11,0,0.0,12,12,9,7,6,500,34,51,12,80,9
23024,16.48186173853525,11,14,11,0,0.0,8,12,14,8,9,500,38,45,14,120,4
23032,17.188227241615333,11,14,10,0,0.0,6,12,8,18,7,500,45,63,14,120,12
23034,16.97741273100616,10,6,13,0,0.0,6,12,15,7,5,500,37,32,10,120,1
23075,17.037645448323065,12,7,11,0,0.0,5,9,7,15,13,800,52,43,15,134,6
23076,17.242984257357975,13,8,13,0,0.0,13,11,9,13,10,750,50,53,15,134,3
23083,17.470225872689937,12,12,10,0,0.0,9,12,9,18,5,600,50,37,16,134,7
23086,17.111567419575632,12,14,11,0,0.0,3,11,9,8,15,50,35,70,16,134,5
23099,17.00205338809035,12,13,11,0,0.0,11,11,7,13,13,700,52,77,17,107,5
23103,17.66461327857632,11,12,11,0,0.0,1,12,6,15,10,1000,45,45,16,185,3
23112,18.469541409993155,11,15,10,0,0.0,16,9,8,12,5,350,62,46,12,104,19
23113,17.229295003422312,10,14,12,0,0.0,1,12,7,8,14,250,49,59,16,120,6
23114,18.43394934976044,10,4,11,0,0.0,8,12,13,16,12,600,62,45,16,158,2
23115,19.312799452429843,9,18,10,0,0.0,6,9,7,17,10,50,55,40,13,158,8
23119,18.55441478439425,15,16,11,0,0.0,13,12,6,9,13,750,64,22,12,158,16
23121,18.622861054072555,11,5,11,180,6.85,2,10,20,13,13,1250,75,44,14,158,2
23125,17.8507871321013,10,17,11,0,0.0,10,11,14,20,6,600,55,16,12,104,3
23138,17.363449691991786,12,8,11,0,0.0,4,12,6,15,7,50,35,62,13,107,2
23139,18.086242299794662,12,7,13,0,0.0,19,11,12,15,13,750,60,60,13,107,10
23149,17.481177275838466,13,9,12,0,0.0,12,12,17,10,5,700,40,34,18,120,1
23150,16.955509924709105,12,4,14,0,0.0,1,10,4,7,14,50,30,60,9,107,2
23154,17.31416837782341,10,5,12,0,0.0,10,12,7,7,11,700,40,27,20,173,0
23166,18.4476386036961,10,6,14,0,0.0,10,12,9,15,5,800,62,13,9,80,1
23205,17.35523613963039,11,7,9,0,0.0,10,12,10,10,7,550,45,34,12,107,8
23219,17.568788501026695,9,5,11,0,0.0,1,11,11,7,10,50,39,10,10,85,1
23220,17.71663244353183,10,6,14,0,0.0,6,11,7,9,9,750,44,31,10,85,4
23240,17.141683778234086,10,17,12,0,0.0,4,12,8,10,6,750,40,46,6,85,2
23241,19.550992470910334,12,8,11,0,0.0,1,11,7,18,13,700,51,9,6,85,0
23246,17.607118412046542,11,7,11,0,0.0,15,12,6,13,12,50,30,30,6,85,0
23247,17.752224503764545,10,8,12,270,6.1,15,10,5,14,11,850,51,55,6,85,6
23260,17.28952772073922,14,14,14,0,0.0,14,14,14,16,6,2000,90,47,19,87,3
23263,18.247775496235455,11,11,12,0,0.0,3,9,13,18,10,750,45,32,7,72,0
23267,17.50034223134839,11,16,11,0,0.0,2,12,7,14,7,50,30,60,11,107,1
23294,17.541409993155373,11,5,14,0,0.0,9,13,8,11,8,750,62,28,11,117,4
23316,17.114305270362767,11,8,12,0,0.0,10,10,13,15,13,1000,75,36,17,160,4
23317,17.31690622861054,10,11,11,0,0.0,13,11,12,11,9,1300,76,48,17,160,5
23324,17.68104038329911,10,11,16,0,0.0,12,11,18,18,12,1000,65,57,15,130,16
23348,17.54688569472964,11,12,9,0,0.0,14,10,13,7,9,605,11,57,8,107,4
23353,17.544147843942504,14,16,11,621,6.51,15,14,20,17,14,650,40,45,5,72,3
23393,17.440109514031484,12,15,11,0,0.0,10,10,7,8,14,600,52,43,17,120,8
23403,17.475701574264203,13,16,12,0,0.0,13,11,8,14,14,800,66,39,14,178,17
23404,18.48870636550308,9,13,11,0,0.0,16,12,9,18,12,700,64,46,12,116,8
23409,21.88637919233402,10,4,11,0,0.0,3,8,11,14,5,700,64,37,8,73,0
23422,18.94592744695414,11,9,13,0,0.0,10,9,17,8,8,250,50,47,7,130,0
23431,18.151950718685832,10,3,13,0,0.0,9,9,10,16,8,3000,75,34,13,96,2
23437,16.804928131416837,11,7,12,0,0.0,4,13,4,19,13,650,55,42,8,80,11
23444,16.87337440109514,9,1,12,0,0.0,9,9,4,8,5,50,33,22,7,85,1
23478,17.415468856947296,11,6,14,0,0.0,5,10,9,16,10,650,46,37,17,173,10
23489,17.900068446269678,14,5,11,0,0.0,10,7,9,16,5,1450,58,9,12,94,0
23492,17.308692676249144,11,16,11,0,0.0,4,11,6,20,5,1400,57,36,10,125,1
23503,17.492128678986994,12,9,13,0,0.0,16,11,7,20,9,550,40,52,10,173,3
23507,17.00479123887748,11,7,11,0,0.0,9,14,6,20,11,550,40,57,10,173,4
23516,17.023956194387406,11,19,9,0,0.0,1,12,16,8,5,1850,74,19,14,125,4
23517,17.453798767967147,15,13,15,0,0.0,13,15,13,6,5,2100,84,55,19,173,15
23520,17.11978097193703,9,8,9,0,0.0,3,10,6,15,8,550,45,51,10,173,1
23521,16.657084188911703,9,13,11,0,0.0,5,11,5,7,5,550,40,55,10,173,2
23566,17.06776180698152,12,19,9,0,0.0,6,11,9,7,8,1900,77,43,17,173,4
23574,17.31416837782341,14,18,13,0,0.0,3,12,18,19,10,1900,77,39,15,173,5
23580,17.125256673511295,12,13,12,0,0.0,14,10,11,15,6,1900,77,45,15,173,5
23591,16.459958932238195,12,16,12,0,0.0,17,13,9,16,13,1650,67,33,16,125,5
23597,18.26420260095825,11,3,10,0,0.0,7,12,13,9,12,50,40,6,13,86,0
23599,16.914442162902123,9,15,10,0,0.0,11,12,16,15,8,600,45,47,11,120,5
23609,22.379192334017795,10,15,9,2766,6.71,12,14,16,18,11,1750,85,36,11,73,9
23623,17.2621492128679,9,6,9,0,0.0,10,11,10,11,12,850,65,46,14,161,3
23626,19.003422313483917,10,9,9,0,0.0,11,11,8,18,6,650,44,44,12,120,0
23632,17.913757700205338,13,11,13,0,0.0,9,11,9,18,5,1100,45,18,8,125,0
23635,18.455852156057496,12,10,10,0,0.0,7,11,11,19,10,1400,56,22,8,94,0
23639,17.360711841204655,10,5,8,0,0.0,3,8,9,15,6,1150,46,20,10,94,0
23649,16.83778234086242,10,15,10,0,0.0,12,10,10,18,6,1150,46,27,10,94,3
23668,17.89185489390828,10,6,11,0,0.0,1,10,10,15,14,1600,72,10,10,125,1
23669,18.299794661190965,12,3,12,0,0.0,14,11,8,7,11,1150,47,4,10,125,0
23670,18.06160164271047,10,4,13,0,0.0,1,9,3,11,13,1700,68,11,12,94,0
23672,17.00479123887748,12,7,11,0,0.0,9,9,18,13,11,550,50,26,12,173,6
23686,17.152635181382614,13,6,12,0,0.0,15,11,10,7,8,1900,76,32,8,94,10
23692,16.815879534565365,13,3,13,360,6.92,4,13,6,16,14,1850,80,32,14,94,7
23693,16.58590006844627,11,12,11,0,0.0,9,9,17,13,5,1800,72,35,13,173,5
23712,16.922655715263517,9,11,12,0,0.0,10,12,7,16,9,1650,72,43,14,94,3
23742,18.05886379192334,11,11,13,0,0.0,13,12,10,18,5,1900,77,26,12,94,5
23743,17.83436002737851,10,16,11,0,0.0,12,10,20,8,10,1700,68,25,12,94,2
23751,17.49760438056126,11,9,12,0,0.0,10,11,8,19,7,1400,57,16,11,94,1
23752,16.54483230663929,11,4,13,0,0.0,7,10,9,13,7,1800,73,27,12,94,3
23763,16.777549623545518,11,11,11,0,0.0,5,10,11,9,11,750,68,39,14,147,9
23788,17.462012320328544,11,7,8,0,0.0,12,12,8,8,10,1300,52,30,9,94,1
23793,16.128678986995208,9,8,12,0,0.0,9,10,15,16,9,1250,51,21,9,94,4
23794,16.3750855578371,11,10,10,0,0.0,11,13,8,13,12,1250,51,31,9,94,0
23795,16.815879534565365,13,14,10,663,6.67,15,12,12,16,10,1900,87,48,9,94,5
23803,17.1088295687885,12,17,12,0,0.0,3,13,13,10,12,1300,53,21,8,94,0
23804,16.602327173169062,11,12,13,0,0.0,8,12,6,7,15,1150,46,12,8,94,2
23808,16.071184120465436,10,12,9,0,0.0,8,10,8,8,11,1600,64,42,19,140,3
23826,16.427104722792606,9,9,9,0,0.0,6,8,19,19,5,1650,67,23,17,140,3
23827,16.468172484599588,11,4,10,0,0.0,6,12,8,12,10,1350,55,33,17,140,4
23831,18.729637234770706,10,14,12,0,0.0,9,12,9,19,14,800,64,13,12,80,0
23838,16.750171115674195,8,8,10,0,0.0,1,12,10,13,12,1750,71,25,14,125,2
23842,18.026009582477755,11,3,11,0,0.0,10,12,6,9,6,500,42,37,9,80,1
23844,17.831622176591377,13,17,13,0,0.0,13,10,12,12,5,650,52,23,16,80,9
23847,18.04517453798768,11,12,10,0,0.0,7,12,6,9,6,550,43,41,14,173,0
23852,15.88227241615332,11,10,13,0,0.0,2,9,7,13,15,1400,57,42,15,140,4
23855,16.281998631074607,13,6,11,0,0.0,5,9,12,7,10,1350,60,43,16,96,5
23867,16.840520191649556,10,8,13,0,0.0,13,12,9,17,9,500,38,59,13,80,8
23868,16.83504449007529,9,3,11,0,0.0,15,12,14,8,7,500,44,23,14,80,0
23871,18.417522245037645,12,15,11,0,0.0,14,13,11,20,5,750,72,38,9,160,3
23881,18.33264887063655,13,5,13,0,0.0,7,12,9,18,13,350,43,26,5,80,0
23885,17.15811088295688,12,2,11,0,0.0,7,10,13,10,10,700,43,51,16,173,1
23910,25.385352498288842,10,14,11,2970,6.89,18,11,9,11,6,900,76,8,6,66,0
23921,17.475701574264203,10,14,10,0,0.0,11,13,6,16,15,750,43,29,8,80,4
23932,17.1088295687885,9,9,9,0,0.0,8,10,7,12,7,1250,55,46,14,185,7
23933,17.07049965776865,12,16,12,0,0.0,8,12,7,10,8,450,40,40,11,85,4
23944,17.752224503764545,11,8,10,0,0.0,6,13,7,14,8,850,45,41,10,85,2
23951,17.639972621492127,10,13,12,0,0.0,13,9,8,11,8,50,29,51,8,85,1
23960,17.07049965776865,11,18,10,0,0.0,7,12,19,9,6,750,66,10,12,160,2
23967,19.189596167008897,11,3,11,0,0.0,14,12,14,17,8,1250,70,11,11,110,0
23976,17.27310061601643,10,10,11,0,0.0,1,11,8,19,5,1150,72,54,15,160,11
23984,18.414784394250514,12,11,14,0,0.0,12,10,17,7,11,750,65,6,8,110,0
23985,17.905544147843944,11,3,9,0,0.0,12,11,10,13,11,700,70,41,12,161,0
23988,16.917180013689254,10,1,14,0,0.0,2,8,13,11,13,600,65,22,12,160,4
24020,16.251882272416154,11,10,8,0,0.0,8,10,6,17,6,1450,58,50,11,96,1
24021,17.462012320328544,9,4,9,0,0.0,7,10,19,8,5,1400,57,28,15,96,2
24051,16.197125256673512,12,15,10,0,0.0,6,10,8,10,6,1500,65,34,20,147,5
24060,16.490075290896645,11,7,8,0,0.0,5,10,7,14,13,750,65,44,14,147,4
24064,16.229979466119097,11,5,12,0,0.0,9,11,20,20,5,2250,81,67,18,160,5
24066,16.32854209445585,7,4,12,0,0.0,7,12,9,17,5,2200,81,54,17,147,2
24080,16.777549623545518,11,13,10,0,0.0,2,11,6,9,7,1750,70,22,12,96,4
24092,16.605065023956193,12,14,11,0,0.0,5,12,7,12,8,800,68,53,18,134,13
24093,16.722792607802873,10,7,10,0,0.0,7,9,15,10,9,700,59,35,18,134,1
24100,16.36413415468857,11,4,12,0,0.0,6,10,2,14,12,1750,70,54,17,147,12
24111,22.33538672142368,13,8,11,210,7.2,9,12,11,14,13,1000,65,25,7,91,0
24113,16.5968514715948,9,12,10,0,0.0,13,11,7,7,12,750,69,51,14,147,3
24119,16.528405201916495,14,10,11,0,0.0,7,13,12,11,5,750,90,65,13,185,6
24127,16.00273785078713,10,9,13,0,0.0,1,12,16,10,9,250,43,37,14,134,1
24131,16.550308008213552,11,11,12,0,0.0,1,10,12,13,7,950,63,59,17,107,11
24139,16.71457905544148,11,13,9,0,0.0,6,14,7,10,10,1750,85,35,18,160,4
24146,16.76933607118412,15,11,11,0,0.0,16,11,7,12,13,1000,72,35,18,160,6
24169,16.862422997946613,14,16,10,0,0.0,11,13,16,9,13,1400,62,28,11,173,4
24170,17.39356605065024,10,18,11,0,0.0,9,10,8,19,5,1550,62,19,11,173,3
24184,16.54757015742642,14,11,10,0,0.0,10,10,8,10,7,1600,65,38,11,173,7
24198,17.300479123887747,10,13,10,0,0.0,13,12,19,14,5,1500,61,33,11,173,3
24199,16.28473648186174,11,7,10,0,0.0,7,10,6,18,9,1400,56,34,11,173,2
24207,16.320328542094455,10,8,9,0,0.0,8,8,9,16,5,1650,70,41,16,125,8
24208,16.290212183436,12,15,11,0,0.0,12,12,8,15,14,1400,56,22,10,125,2
24230,16.093086926762492,11,12,10,0,0.0,4,10,8,9,12,1650,66,40,12,125,2
24231,16.073921971252567,11,9,13,0,0.0,1,11,8,10,8,1650,66,39,12,125,7
24232,16.813141683778234,11,10,10,0,0.0,11,13,16,8,7,1900,77,44,12,125,7
24241,16.317590691307323,13,6,11,0,0.0,4,12,8,10,7,1700,69,56,12,125,9
24258,17.188227241615333,11,5,10,0,0.0,6,12,6,9,15,1300,52,22,7,94,0
24259,17.401779603011637,10,12,11,0,0.0,17,11,9,15,10,1750,75,27,12,125,7
24266,16.134154688569474,10,6,14,0,0.0,7,11,15,20,14,1500,61,33,12,125,7
24267,15.854893908282,11,11,11,0,0.0,2,10,5,13,8,1500,61,37,12,125,3
24276,16.303901437371664,7,2,10,0,0.0,10,8,9,7,2,900,55,82,15,134,5
24284,16.553045859000683,12,8,9,0,0.0,17,13,11,15,13,1600,65,25,13,94,1
24291,16.473648186173854,9,18,13,0,0.0,4,12,9,16,14,1550,62,35,14,125,6
24299,16.125941136208077,11,4,10,0,0.0,6,12,17,16,6,1750,71,42,15,125,5
24300,15.890485968514716,11,11,11,0,0.0,8,11,10,17,5,1750,70,52,15,125,4
24308,16.83778234086242,11,14,11,0,0.0,6,12,18,12,13,1300,52,37,10,125,3
24317,17.793292265571527,8,7,11,270,7.03,12,11,9,18,7,400,40,40,4,46,0
24318,16.04928131416838,9,10,13,0,0.0,10,13,7,15,13,1750,70,41,14,125,3
24319,16.49555099247091,11,7,9,0,0.0,10,10,9,17,11,1550,62,20,14,125,3
24326,16.974674880219027,9,15,9,0,0.0,1,12,13,20,5,1400,56,29,11,125,2
24348,16.2217659137577,9,17,11,0,0.0,9,9,8,18,13,1250,51,35,11,125,1
24349,15.90965092402464,10,5,13,0,0.0,11,10,15,20,12,1300,52,33,11,125,5
24357,16.78302532511978,10,8,11,0,0.0,4,13,17,14,5,1650,67,30,14,125,2
24358,17.16084873374401,11,7,13,0,0.0,7,8,7,13,14,1650,67,28,14,125,6
24359,16.955509924709105,9,10,9,0,0.0,15,8,15,12,10,1650,66,29,14,125,6
24362,17.12251882272416,9,17,11,0,0.0,8,11,7,11,14,1000,65,24,17,147,1
24374,16.462696783025326,12,13,11,0,0.0,1,10,10,9,7,1400,56,23,14,125,6
24392,17.401779603011637,12,6,11,0,0.0,1,12,10,7,5,1350,55,28,11,125,4
24393,17.374401095140314,13,8,11,0,0.0,10,9,18,20,11,1400,57,40,11,125,1
24394,15.953456536618754,12,13,10,0,0.0,1,12,12,14,12,1350,54,41,11,125,5
24396,17.412731006160165,11,9,10,0,0.0,10,12,9,9,7,1650,67,39,14,125,3
24399,17.809719370294317,10,19,9,0,0.0,3,9,11,12,5,1950,79,32,13,94,1
24401,17.52498288843258,8,12,9,0,0.0,15,12,8,10,6,2000,80,29,13,94,1
24423,16.016427104722794,14,6,11,0,0.0,6,12,6,11,8,1950,79,36,13,94,2
24428,16.35044490075291,11,10,11,0,0.0,12,9,8,17,9,1500,61,42,13,94,3
24435,16.851471594798085,10,17,10,0,0.0,4,10,7,11,11,1550,63,28,9,94,8
24436,17.286789869952088,13,7,12,0,0.0,7,11,8,20,14,1450,58,17,9,94,1
24444,15.97535934291581,11,7,11,0,0.0,10,9,11,13,7,1400,75,53,17,173,6
24445,16.37782340862423,12,6,11,0,0.0,13,11,20,11,12,1950,78,52,15,173,4
24446,16.33949349760438,11,5,12,0,0.0,19,10,6,14,10,1850,75,61,19,173,2
24447,16.44079397672827,12,7,13,0,0.0,8,9,12,18,15,1850,75,39,17,125,6
24485,17.229295003422312,12,14,11,0,0.0,10,10,13,17,14,1900,77,32,15,173,3
24497,18.855578370978783,12,13,9,2430,6.68,6,11,7,8,13,500,65,16,8,86,3
24498,16.459958932238195,13,5,10,0,0.0,7,11,9,19,5,900,72,45,17,161,5
24503,17.360711841204655,10,8,11,0,0.0,5,12,9,19,5,750,71,30,16,110,2
24527,18.247775496235455,9,3,12,0,0.0,8,11,7,14,14,500,45,29,10,80,1
24538,16.48186173853525,10,17,11,0,0.0,14,12,8,9,6,550,37,41,17,120,1
24542,24.380561259411362,10,16,13,0,0.0,1,12,10,7,11,2100,94,9,7,94,0
24549,16.268309377138944,8,16,9,0,0.0,12,13,9,7,10,1400,68,49,15,110,8
24558,21.869952087611225,11,16,7,1830,6.56,3,13,13,14,11,1000,70,20,1,73,4
24569,16.78576317590691,13,13,13,0,0.0,9,13,13,7,9,2000,80,47,15,173,9
24581,17.492128678986994,13,18,11,0,0.0,3,10,9,7,13,500,45,52,14,80,9
24583,16.720054757015742,8,8,11,0,0.0,1,11,8,17,8,500,30,49,13,120,2
24585,17.44558521560575,11,13,11,0,0.0,1,12,5,13,10,500,30,37,16,80,2
24589,16.386036960985628,10,4,10,0,0.0,13,10,17,8,8,500,40,44,20,173,1
24592,18.49965776865161,11,15,10,0,0.0,6,13,16,14,6,500,29,37,8,80,2
24598,17.32785763175907,11,14,10,0,0.0,10,11,10,16,7,1500,61,31,11,94,10
24603,16.303901437371664,12,6,10,360,6.9,11,10,9,12,3,1750,81,66,12,80,7
24605,16.32854209445585,13,8,10,0,0.0,11,10,8,5,5,750,61,72,20,173,6
24609,16.859685147159478,11,5,10,0,0.0,11,11,10,18,13,1000,55,51,5,107,5
24619,16.689938398357288,10,14,13,0,0.0,9,12,7,8,13,1400,60,32,14,140,7
24621,19.693360711841205,10,10,12,0,0.0,4,11,9,12,9,750,59,11,12,85,0
24632,15.906913073237508,10,3,13,0,0.0,9,11,19,9,5,600,43,40,13,120,0
24633,16.28747433264887,10,13,11,0,0.0,16,10,10,20,13,50,37,42,5,80,0
24639,17.00752908966461,7,11,12,0,0.0,2,11,8,11,11,850,44,46,14,120,8
24640,15.961670088980151,9,17,11,0,0.0,15,12,7,7,9,50,39,41,14,120,2
24658,15.926078028747433,12,4,10,0,0.0,15,11,7,12,10,50,37,53,17,120,3
24681,17.8507871321013,11,14,11,0,0.0,2,10,8,20,6,700,44,26,8,80,1
24688,16.44079397672827,12,11,9,0,0.0,11,10,11,9,11,50,35,46,8,80,1
24707,18.138261464750173,10,17,11,0,0.0,11,9,13,20,7,600,45,38,7,80,1
24709,18.26420260095825,9,14,8,0,0.0,1,9,9,8,6,800,43,41,7,80,0
24723,16.528405201916495,12,13,9,0,0.0,11,12,20,19,5,50,39,43,8,80,4
24744,16.95277207392197,12,6,12,0,0.0,11,10,8,10,9,500,37,52,8,80,5
24753,16.112251882272417,11,2,12,0,0.0,4,9,8,12,13,700,33,59,8,80,1
24781,17.49486652977413,10,6,8,0,0.0,13,11,5,15,14,400,30,21,9,80,0
24786,17.472963723477072,15,5,12,0,0.0,6,12,16,14,14,500,30,45,9,80,0
24790,19.121149897330596,14,8,13,0,0.0,12,11,7,11,8,700,56,15,9,80,2
24795,16.44079397672827,10,9,10,0,0.0,8,12,12,17,6,600,39,71,16,173,3
24798,16.449007529089666,10,9,13,0,0.0,3,8,10,20,7,50,37,68,8,120,3
24799,16.865160848733744,12,14,11,0,0.0,13,12,5,7,9,50,42,45,16,173,2
24810,16.76659822039699,13,12,10,0,0.0,5,9,8,12,12,400,58,62,11,120,11
24816,15.89596167008898,12,14,9,0,0.0,4,11,6,9,5,500,41,40,16,173,4
24818,16.030116358658454,11,17,10,0,0.0,7,11,19,11,15,950,41,48,16,173,6
24825,17.489390828199863,11,16,8,0,0.0,9,9,9,9,8,50,36,41,10,80,8
24837,16.418891170431213,12,7,12,0,0.0,5,14,5,9,12,50,34,63,10,80,0
24845,16.90075290896646,9,9,11,0,0.0,11,11,10,7,9,50,37,47,10,80,1
24846,16.605065023956193,12,9,10,0,0.0,12,12,14,10,5,50,37,51,10,80,0
24848,16.024640657084188,15,17,19,0,0.0,11,14,8,18,6,1850,72,63,20,185,12
24857,16.20807665982204,9,13,12,0,0.0,13,13,11,10,7,900,45,45,18,173,4
24866,16.142368240930868,11,6,13,0,0.0,8,10,7,10,10,50,37,50,5,80,2
24880,17.377138945927445,12,6,12,0,0.0,10,13,12,12,6,200,41,45,5,80,1
24886,16.4435318275154,9,14,10,0,0.0,4,12,16,12,7,500,44,54,14,80,5
24890,16.369609856262834,11,9,8,0,0.0,8,12,8,13,12,50,34,74,14,80,1
24895,16.227241615331966,11,16,10,0,0.0,7,12,7,8,12,800,41,59,5,80,8
24897,16.459958932238195,12,5,11,0,0.0,7,11,7,18,5,750,44,61,15,173,6
24898,16.681724845995895,10,11,12,0,0.0,9,12,7,11,6,650,41,60,8,80,3
24902,16.16700889801506,9,16,9,0,0.0,7,12,16,10,8,700,34,61,12,80,5
24904,17.453798767967147,9,5,11,0,0.0,9,11,9,19,13,550,39,54,12,80,0
24917,15.906913073237508,11,13,11,0,0.0,8,14,9,7,5,50,37,61,14,120,3
24919,16.941820670773442,13,6,9,0,0.0,5,13,7,9,8,1750,70,31,17,173,3
24927,16.824093086926762,10,8,12,0,0.0,11,11,12,10,7,50,37,57,9,80,6
24935,17.229295003422312,13,4,11,0,0.0,9,12,6,19,10,850,38,27,12,173,0
24952,17.06776180698152,11,11,10,0,0.0,2,11,14,12,9,550,38,27,8,80,0
